Group,Year,Month,State,Condition.Group,Condition,ICD10_codes,Age.Group,COVID.19.Deaths,Number.of.Mentions,Flag,TotalPopulation
By Year,2021,-1,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,181,197,NA,346961
By Year,2020,-1,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,62,66,NA,119967
By Year,2021,-1,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,91,98,NA,119483
By Year,2020,-1,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,346,366,NA,NA
By Year,2021,-1,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,757,826,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,18,18,NA,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,13,13,NA,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,54,54,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,49,49,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,170,172,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,167,168,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,311,313,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,271,272,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,452,465,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,391,394,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,473,485,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,85+,368,375,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,85+,399,412,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1266,1279,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1880,1922,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,NA,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,NA,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,19,22,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,18,20,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,85,92,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,102,112,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,203,229,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,210,222,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,352,393,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,288,307,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,383,419,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,85+,237,268,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,85+,240,261,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,865,939,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1288,1422,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,25-34,22,22,NA,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,35-44,15,15,NA,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,35-44,54,54,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,45-54,46,46,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,45-54,148,148,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,55-64,90,90,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,55-64,242,242,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,65-74,156,156,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,65-74,308,308,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,75-84,161,161,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,75-84,245,246,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,85+,104,104,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,85+,125,125,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,All Ages,580,580,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrest,I46,All Ages,1152,1153,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,NA,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12,12,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,41,42,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,41,41,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,116,119,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,132,134,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,213,219,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,201,203,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,302,307,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,233,236,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,248,252,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,624,631,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,931,951,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,35-44,20,20,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,45-54,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,45-54,50,50,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,55-64,62,62,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,55-64,109,109,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,65-74,121,121,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,65-74,182,182,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,75-84,176,176,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,75-84,280,281,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,85+,185,185,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,85+,205,205,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Heart failure,I50,All Ages,563,563,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Heart failure,I50,All Ages,856,857,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,NA,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,17,17,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,20,22,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,47,48,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,70,70,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,99,100,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,107,110,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,150,155,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,133,139,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,177,179,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,112,115,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,132,141,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,449,464,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,630,649,NA,NA
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2163510
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2165500
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,950857
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,18,20,NA,959137
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,5,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,867058
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,53,59,NA,877861
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,35,38,NA,875534
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,109,127,NA,868813
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,90,103,NA,907398
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,210,243,NA,907992
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,124,144,NA,700757
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,245,265,NA,722604
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,147,160,NA,340538
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,234,255,NA,346961
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,109,121,NA,119967
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,134,152,NA,119483
By Year,2020,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,524,589,NA,NA
By Year,2021,-1,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1010,1128,NA,NA
