"Group","Year","Month","State","Condition.Group","Condition","ICD10_codes","Age.Group","COVID.19.Deaths","Number.of.Mentions","Flag"
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","0-24",0,0,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","0-24",0,0,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","25-34",0,0,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","35-44",0,0,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","55-64",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","55-64",16,16,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","65-74",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","65-74",15,15,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","75-84",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","75-84",20,20,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","85+",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","85+",13,13,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","All Ages",21,21,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Respiratory arrest","R09.2","All Ages",74,74,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","0-24",0,0,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","25-34",0,0,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","45-54",20,23,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","55-64",12,12,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","55-64",46,56,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","65-74",12,14,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","65-74",69,75,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","75-84",24,24,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","75-84",72,74,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","85+",29,30,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","85+",46,46,""
"By Year",2020,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",82,86,""
"By Year",2021,-1,"Oregon","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","All Ages",263,285,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","0-24",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","0-24",0,0,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","25-34",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","35-44",20,20,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","45-54",27,27,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","55-64",31,32,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","55-64",92,94,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","65-74",37,38,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","65-74",141,144,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","75-84",80,82,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","75-84",166,167,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","85+",114,115,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","85+",219,230,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",271,276,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Hypertensive diseases","I10-I15","All Ages",667,684,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0,0,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","35-44",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","45-54",13,14,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",16,19,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",57,62,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",30,34,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",90,100,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",52,60,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",142,153,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","85+",71,77,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","85+",125,134,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",172,193,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",435,473,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","0-24",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","25-34",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","35-44",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","35-44",14,14,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","45-54",32,32,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","55-64",17,17,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","55-64",61,61,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","65-74",11,11,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","65-74",66,66,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","75-84",17,17,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","75-84",43,43,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","85+",12,12,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","85+",21,21,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","All Ages",62,62,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrest","I46","All Ages",240,240,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24",0,0,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54",13,13,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",12,14,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",47,50,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",23,23,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",74,74,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84",57,57,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84",148,154,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+",73,76,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+",162,165,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",168,173,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",452,464,""
"By Year",2020,-1,"Oregon","Circulatory diseases","Heart failure","I50","0-24",0,0,""
"By Year",2021,-1,"Oregon","Circulatory diseases","Heart failure","I50","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Heart failure","I50","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Heart failure","I50","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"Oregon","Circulatory diseases","Heart failure","I50","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"Oregon","Circulatory diseases","Heart failure","I50","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
